dish_id,cross_id,genotype,date_fertilized,date_created,initial_count,check_date,fish_deaths,cumulative_deaths,remaining,survival_rate,days_since_fertilization,status,termination_date,termination_reason,responsible,in_beaker,room,water_changed,vol_water_changed
14783_9,14783,Casper_HHMI,20250121,20250218,20,20250218,0,7,13,65.0,28,inactive,20250204,euthanasia,Jeremy Delahanty,No,2E.282,No,0
14841_10,14841,Casper_HHMI,20250129,20250224,20,20250204,2,2,18,90.0,6,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_10,14841,Casper_HHMI,20250129,20250224,20,20250205,0,2,18,90.0,7,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_10,14841,Casper_HHMI,20250129,20250224,20,20250206,0,2,18,90.0,8,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_10,14841,Casper_HHMI,20250129,20250224,20,20250207,0,2,18,90.0,9,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_10,14841,Casper_HHMI,20250129,20250224,20,20250208,1,3,17,85.0,10,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_10,14841,Casper_HHMI,20250129,20250224,20,20250209,1,4,16,80.0,11,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_10,14841,Casper_HHMI,20250129,20250224,20,20250210,1,5,15,75.0,12,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_10,14841,Casper_HHMI,20250129,20250224,20,20250211,6,11,9,45.0,13,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_10,14841,Casper_HHMI,20250129,20250224,20,20250224,0,11,9,45.0,26,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,No,0
14841_11,14841,Casper_HHMI,20250129,20250224,21,20250204,0,0,21,100.0,6,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_11,14841,Casper_HHMI,20250129,20250224,21,20250205,0,0,21,100.0,7,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_11,14841,Casper_HHMI,20250129,20250224,21,20250206,0,0,21,100.0,8,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_11,14841,Casper_HHMI,20250129,20250224,21,20250207,0,0,21,100.0,9,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_11,14841,Casper_HHMI,20250129,20250224,21,20250208,1,1,20,95.23809523809523,10,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_11,14841,Casper_HHMI,20250129,20250224,21,20250209,0,1,20,95.23809523809523,11,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_11,14841,Casper_HHMI,20250129,20250224,21,20250210,5,6,15,71.42857142857143,12,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_11,14841,Casper_HHMI,20250129,20250224,21,20250211,3,9,12,57.14285714285714,13,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_11,14841,Casper_HHMI,20250129,20250224,21,20250224,0,9,12,57.14285714285714,26,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,No,0
14841_12,14841,Casper_HHMI,20250129,20250224,141,20250204,0,0,141,100.0,6,inactive,20250211,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_12,14841,Casper_HHMI,20250129,20250224,141,20250205,0,0,141,100.0,7,inactive,20250211,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_12,14841,Casper_HHMI,20250129,20250224,141,20250206,0,0,141,100.0,8,inactive,20250211,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_12,14841,Casper_HHMI,20250129,20250224,141,20250207,0,0,141,100.0,9,inactive,20250211,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_12,14841,Casper_HHMI,20250129,20250224,141,20250208,37,37,104,73.75886524822694,10,inactive,20250211,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_12,14841,Casper_HHMI,20250129,20250224,141,20250209,26,63,78,55.319148936170215,11,inactive,20250211,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_12,14841,Casper_HHMI,20250129,20250224,141,20250210,57,120,21,14.893617021276595,12,inactive,20250211,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_12,14841,Casper_HHMI,20250129,20250224,141,20250211,21,141,0,0.0,13,inactive,20250211,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_12,14841,Casper_HHMI,20250129,20250224,141,20250224,0,141,0,0.0,26,inactive,20250211,euthanasia,Jeremy Delahanty,Yes,2E.282,No,0
14841_13,14841,Casper_HHMI,20250129,20250224,89,20250204,0,0,89,100.0,6,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_13,14841,Casper_HHMI,20250129,20250224,89,20250205,1,1,88,98.87640449438202,7,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_13,14841,Casper_HHMI,20250129,20250224,89,20250206,0,1,88,98.87640449438202,8,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_13,14841,Casper_HHMI,20250129,20250224,89,20250207,0,1,88,98.87640449438202,9,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_13,14841,Casper_HHMI,20250129,20250224,89,20250208,12,13,76,85.39325842696628,10,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_13,14841,Casper_HHMI,20250129,20250224,89,20250209,7,20,69,77.52808988764045,11,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_13,14841,Casper_HHMI,20250129,20250224,89,20250210,47,67,22,24.719101123595504,12,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_13,14841,Casper_HHMI,20250129,20250224,89,20250211,11,78,11,12.359550561797752,13,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_13,14841,Casper_HHMI,20250129,20250224,89,20250224,0,78,11,12.359550561797752,26,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,No,0
14841_14,14841,Casper_HHMI,20250129,20250224,20,20250204,0,0,20,100.0,6,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_14,14841,Casper_HHMI,20250129,20250224,20,20250205,1,1,19,95.0,7,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_14,14841,Casper_HHMI,20250129,20250224,20,20250206,0,1,19,95.0,8,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_14,14841,Casper_HHMI,20250129,20250224,20,20250207,0,1,19,95.0,9,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_14,14841,Casper_HHMI,20250129,20250224,20,20250208,0,1,19,95.0,10,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_14,14841,Casper_HHMI,20250129,20250224,20,20250209,2,3,17,85.0,11,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_14,14841,Casper_HHMI,20250129,20250224,20,20250210,5,8,12,60.0,12,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_14,14841,Casper_HHMI,20250129,20250224,20,20250211,3,11,9,45.0,13,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_14,14841,Casper_HHMI,20250129,20250224,20,20250224,0,11,9,45.0,26,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,No,0
14841_15,14841,Casper_HHMI,20250129,20250224,20,20250204,0,0,20,100.0,6,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_15,14841,Casper_HHMI,20250129,20250224,20,20250205,1,1,19,95.0,7,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_15,14841,Casper_HHMI,20250129,20250224,20,20250206,0,1,19,95.0,8,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_15,14841,Casper_HHMI,20250129,20250224,20,20250207,0,1,19,95.0,9,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_15,14841,Casper_HHMI,20250129,20250224,20,20250208,1,2,18,90.0,10,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_15,14841,Casper_HHMI,20250129,20250224,20,20250209,2,4,16,80.0,11,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_15,14841,Casper_HHMI,20250129,20250224,20,20250210,2,6,14,70.0,12,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_15,14841,Casper_HHMI,20250129,20250224,20,20250211,11,17,3,15.0,13,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_15,14841,Casper_HHMI,20250129,20250224,20,20250224,0,17,3,15.0,26,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,No,0
14841_16,14841,Casper_HHMI,20250129,20250224,20,20250204,0,0,20,100.0,6,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_16,14841,Casper_HHMI,20250129,20250224,20,20250205,1,1,19,95.0,7,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_16,14841,Casper_HHMI,20250129,20250224,20,20250206,0,1,19,95.0,8,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_16,14841,Casper_HHMI,20250129,20250224,20,20250207,0,1,19,95.0,9,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_16,14841,Casper_HHMI,20250129,20250224,20,20250208,0,1,19,95.0,10,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_16,14841,Casper_HHMI,20250129,20250224,20,20250209,0,1,19,95.0,11,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_16,14841,Casper_HHMI,20250129,20250224,20,20250210,3,4,16,80.0,12,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_16,14841,Casper_HHMI,20250129,20250224,20,20250211,2,6,14,70.0,13,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_16,14841,Casper_HHMI,20250129,20250224,20,20250224,0,6,14,70.0,26,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,No,0
14841_9,14841,Casper_HHMI,20250129,20250224,36,20250204,0,0,36,100.0,6,inactive,20250224,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_9,14841,Casper_HHMI,20250129,20250224,36,20250205,2,2,34,94.44444444444444,7,inactive,20250224,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_9,14841,Casper_HHMI,20250129,20250224,36,20250206,0,2,34,94.44444444444444,8,inactive,20250224,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_9,14841,Casper_HHMI,20250129,20250224,36,20250207,0,2,34,94.44444444444444,9,inactive,20250224,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_9,14841,Casper_HHMI,20250129,20250224,36,20250208,1,3,33,91.66666666666666,10,inactive,20250224,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_9,14841,Casper_HHMI,20250129,20250224,36,20250209,2,5,31,86.11111111111111,11,inactive,20250224,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_9,14841,Casper_HHMI,20250129,20250224,36,20250210,7,12,24,66.66666666666666,12,inactive,20250224,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_9,14841,Casper_HHMI,20250129,20250224,36,20250211,11,23,13,36.11111111111111,13,inactive,20250224,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_9,14841,Casper_HHMI,20250129,20250224,36,20250224,0,23,13,36.11111111111111,26,inactive,20250224,euthanasia,Jeremy Delahanty,No,2E.282,No,0
14841_1,14841,Casper_HHMI,20250129,20250219,96,20250204,0,0,96,100.0,6,inactive,20250211,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_1,14841,Casper_HHMI,20250129,20250219,96,20250205,3,3,93,96.875,7,inactive,20250211,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_1,14841,Casper_HHMI,20250129,20250219,96,20250206,0,3,93,96.875,8,inactive,20250211,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_1,14841,Casper_HHMI,20250129,20250219,96,20250207,12,15,81,84.375,9,inactive,20250211,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_1,14841,Casper_HHMI,20250129,20250219,96,20250209,21,36,60,62.5,11,inactive,20250211,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_1,14841,Casper_HHMI,20250129,20250219,96,20250210,60,96,0,0.0,12,inactive,20250211,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_1,14841,Casper_HHMI,20250129,20250219,96,20250211,6,102,-6,-6.25,13,inactive,20250211,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_1,14841,Casper_HHMI,20250129,20250219,96,20250219,0,102,-6,-6.25,21,inactive,20250211,euthanasia,Jeremy Delahanty,Yes,2E.282,No,0
14841_2,14841,Casper_HHMI,20250129,20250224,96,20250204,0,0,96,100.0,6,inactive,20250224,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_2,14841,Casper_HHMI,20250129,20250224,96,20250205,0,0,96,100.0,7,inactive,20250224,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_2,14841,Casper_HHMI,20250129,20250224,96,20250206,0,0,96,100.0,8,inactive,20250224,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_2,14841,Casper_HHMI,20250129,20250224,96,20250207,0,0,96,100.0,9,inactive,20250224,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_2,14841,Casper_HHMI,20250129,20250224,96,20250208,12,12,84,87.5,10,inactive,20250224,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_2,14841,Casper_HHMI,20250129,20250224,96,20250209,37,49,47,48.95833333333333,11,inactive,20250224,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_2,14841,Casper_HHMI,20250129,20250224,96,20250210,51,100,-4,-4.166666666666666,12,inactive,20250224,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_2,14841,Casper_HHMI,20250129,20250224,96,20250211,13,113,-17,-17.708333333333336,13,inactive,20250224,euthanasia,Jeremy Delahanty,Yes,2E.282,Yes,150
14841_2,14841,Casper_HHMI,20250129,20250224,96,20250224,0,113,-17,-17.708333333333336,26,inactive,20250224,euthanasia,Jeremy Delahanty,Yes,2E.282,No,0
14841_3,14841,Casper_HHMI,20250129,20250224,20,20250204,0,0,20,100.0,6,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_3,14841,Casper_HHMI,20250129,20250224,20,20250205,1,1,19,95.0,7,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_3,14841,Casper_HHMI,20250129,20250224,20,20250206,0,1,19,95.0,8,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_3,14841,Casper_HHMI,20250129,20250224,20,20250207,1,2,18,90.0,9,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_3,14841,Casper_HHMI,20250129,20250224,20,20250208,0,2,18,90.0,10,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_3,14841,Casper_HHMI,20250129,20250224,20,20250209,2,4,16,80.0,11,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_3,14841,Casper_HHMI,20250129,20250224,20,20250210,2,6,14,70.0,12,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_3,14841,Casper_HHMI,20250129,20250224,20,20250211,4,10,10,50.0,13,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_3,14841,Casper_HHMI,20250129,20250224,20,20250224,0,10,10,50.0,26,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,No,0
14841_4,14841,Casper_HHMI,20250129,20250224,26,20250204,0,0,26,100.0,6,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_4,14841,Casper_HHMI,20250129,20250224,26,20250205,0,0,26,100.0,7,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_4,14841,Casper_HHMI,20250129,20250224,26,20250206,0,0,26,100.0,8,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_4,14841,Casper_HHMI,20250129,20250224,26,20250207,0,0,26,100.0,9,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_4,14841,Casper_HHMI,20250129,20250224,26,20250208,0,0,26,100.0,10,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_4,14841,Casper_HHMI,20250129,20250224,26,20250209,2,2,24,92.3076923076923,11,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_4,14841,Casper_HHMI,20250129,20250224,26,20250210,5,7,19,73.07692307692307,12,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_4,14841,Casper_HHMI,20250129,20250224,26,20250211,4,11,15,57.692307692307686,13,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_4,14841,Casper_HHMI,20250129,20250224,26,20250224,0,11,15,57.692307692307686,26,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,No,0
14841_7,14841,Casper_HHMI,20250129,20250224,20,20250204,0,0,20,100.0,6,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_7,14841,Casper_HHMI,20250129,20250224,20,20250205,0,0,20,100.0,7,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_7,14841,Casper_HHMI,20250129,20250224,20,20250206,0,0,20,100.0,8,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_7,14841,Casper_HHMI,20250129,20250224,20,20250207,0,0,20,100.0,9,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_7,14841,Casper_HHMI,20250129,20250224,20,20250208,0,0,20,100.0,10,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,1
14841_7,14841,Casper_HHMI,20250129,20250224,20,20250209,1,1,19,95.0,11,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_7,14841,Casper_HHMI,20250129,20250224,20,20250210,3,4,16,80.0,12,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_7,14841,Casper_HHMI,20250129,20250224,20,20250211,4,8,12,60.0,13,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_7,14841,Casper_HHMI,20250129,20250224,20,20250224,0,8,12,60.0,26,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,No,0
14841_8,14841,Casper_HHMI,20250129,20250224,26,20250204,0,0,26,100.0,6,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_8,14841,Casper_HHMI,20250129,20250224,26,20250205,0,0,26,100.0,7,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_8,14841,Casper_HHMI,20250129,20250224,26,20250206,0,0,26,100.0,8,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_8,14841,Casper_HHMI,20250129,20250224,26,20250207,0,0,26,100.0,9,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_8,14841,Casper_HHMI,20250129,20250224,26,20250208,0,0,26,100.0,10,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_8,14841,Casper_HHMI,20250129,20250224,26,20250209,2,2,24,92.3076923076923,11,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_8,14841,Casper_HHMI,20250129,20250224,26,20250210,4,6,20,76.92307692307693,12,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_8,14841,Casper_HHMI,20250129,20250224,26,20250211,2,8,18,69.23076923076923,13,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,Yes,60
14841_8,14841,Casper_HHMI,20250129,20250224,26,20250224,0,8,18,69.23076923076923,26,inactive,20250211,euthanasia,Jeremy Delahanty,No,2E.282,No,0
14841_3,14841,Casper_HHMI,20250129,20250224,20,20250204,0,0,20,100.0,6,active,,,Jeremy Delahanty,No,2E.282,Yes,60
14841_3,14841,Casper_HHMI,20250129,20250224,20,20250224,0,0,20,100.0,26,active,,,Jeremy Delahanty,No,2E.282,No,0
15016_1,15016,Casper_HHMI,20250226,20250310,20,20250310,0,0,20,100.0,12,active,,,Jeremy Delahanty,No,2E.282,No,0
15016_2,15016,Casper_HHMI,20250226,20250310,21,20250310,0,0,21,100.0,12,active,,,Jeremy Delahanty,No,2E.282,No,0
15016_3,15016,Casper_HHMI,20250226,20250310,21,20250310,0,0,21,100.0,12,active,,,Lab Staff,No,2E.282,No,0
15016_4,15016,Casper_HHMI,19250226,20250310,30,20250310,0,0,30,100.0,36537,active,,,Jeremy Delahanty,No,2E.282,No,0
