,dish_id,cross_id,genotype,date_fertilized,date_created,initial_count,check_date,fish_deaths,cumulative_deaths,remaining,survival_rate,days_since_fertilization,status,termination_date,termination_reason,responsible,in_beaker,vol_water_total,room,water_changed,vol_water_changed,date_fertilized_dt,date_created_dt,check_date_dt,termination_date_dt,mortality_rate,genotype_simple,fish_density,density_category,volume_per_fish
72,14783_5,14783,Casper_HHMI,20250121,20250218,20,20250128,0,0,20,100.0,7,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-01-28,2025-02-04,0.0,Casper,0.25,High (2-4mL/fish),4.0
73,14783_5,14783,Casper_HHMI,20250121,20250218,20,20250129,0,0,20,100.0,8,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-01-29,2025-02-04,0.0,Casper,0.25,High (2-4mL/fish),4.0
74,14783_5,14783,Casper_HHMI,20250121,20250218,20,20250130,1,1,19,95.0,9,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-01-30,2025-02-04,5.0,Casper,0.25,High (2-4mL/fish),4.0
75,14783_5,14783,Casper_HHMI,20250121,20250218,20,20250131,0,1,19,95.0,10,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-01-31,2025-02-04,5.0,Casper,0.25,High (2-4mL/fish),4.0
76,14783_5,14783,Casper_HHMI,20250121,20250218,20,20250201,0,1,19,95.0,11,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-02-01,2025-02-04,5.0,Casper,0.25,High (2-4mL/fish),4.0
77,14783_5,14783,Casper_HHMI,20250121,20250218,20,20250202,4,5,15,75.0,12,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-02-02,2025-02-04,25.0,Casper,0.25,High (2-4mL/fish),4.0
78,14783_5,14783,Casper_HHMI,20250121,20250218,20,20250203,4,9,11,55.00000000000001,13,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-02-03,2025-02-04,45.0,Casper,0.25,High (2-4mL/fish),4.0
79,14783_5,14783,Casper_HHMI,20250121,20250218,20,20250204,0,9,11,55.00000000000001,14,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-02-04,2025-02-04,45.0,Casper,0.25,High (2-4mL/fish),4.0
80,14783_6,14783,Casper_HHMI,20250121,20250218,20,20250128,0,0,20,100.0,7,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-01-28,2025-02-04,0.0,Casper,0.25,High (2-4mL/fish),4.0
81,14783_6,14783,Casper_HHMI,20250121,20250218,20,20250129,0,0,20,100.0,8,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-01-29,2025-02-04,0.0,Casper,0.25,High (2-4mL/fish),4.0
82,14783_6,14783,Casper_HHMI,20250121,20250218,20,20250130,1,1,19,95.0,9,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-01-30,2025-02-04,5.0,Casper,0.25,High (2-4mL/fish),4.0
83,14783_6,14783,Casper_HHMI,20250121,20250218,20,20250131,1,2,18,90.0,10,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-01-31,2025-02-04,10.0,Casper,0.25,High (2-4mL/fish),4.0
84,14783_6,14783,Casper_HHMI,20250121,20250218,20,20250201,0,2,18,90.0,11,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-02-01,2025-02-04,10.0,Casper,0.25,High (2-4mL/fish),4.0
85,14783_6,14783,Casper_HHMI,20250121,20250218,20,20250202,6,8,12,60.0,12,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-02-02,2025-02-04,40.0,Casper,0.25,High (2-4mL/fish),4.0
86,14783_6,14783,Casper_HHMI,20250121,20250218,20,20250203,7,15,5,25.0,13,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-02-03,2025-02-04,75.0,Casper,0.25,High (2-4mL/fish),4.0
87,14783_6,14783,Casper_HHMI,20250121,20250218,20,20250204,2,17,3,15.0,14,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-02-04,2025-02-04,85.0,Casper,0.25,High (2-4mL/fish),4.0
88,14783_7,14783,Casper_HHMI,20250121,20250218,60,20250128,0,0,60,100.0,7,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-01-28,2025-02-04,0.0,Casper,0.75,Very High (<2mL/fish),1.3333333333333333
89,14783_7,14783,Casper_HHMI,20250121,20250218,60,20250129,0,0,60,100.0,8,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-01-29,2025-02-04,0.0,Casper,0.75,Very High (<2mL/fish),1.3333333333333333
90,14783_7,14783,Casper_HHMI,20250121,20250218,60,20250130,0,0,60,100.0,9,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-01-30,2025-02-04,0.0,Casper,0.75,Very High (<2mL/fish),1.3333333333333333
91,14783_7,14783,Casper_HHMI,20250121,20250218,60,20250131,0,0,60,100.0,10,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-01-31,2025-02-04,0.0,Casper,0.75,Very High (<2mL/fish),1.3333333333333333
92,14783_7,14783,Casper_HHMI,20250121,20250218,60,20250201,0,0,60,100.0,11,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-02-01,2025-02-04,0.0,Casper,0.75,Very High (<2mL/fish),1.3333333333333333
93,14783_7,14783,Casper_HHMI,20250121,20250218,60,20250202,4,4,56,93.33333333333331,12,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-02-02,2025-02-04,6.666666666666667,Casper,0.75,Very High (<2mL/fish),1.3333333333333333
94,14783_7,14783,Casper_HHMI,20250121,20250218,60,20250203,1,5,55,91.66666666666666,13,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-02-03,2025-02-04,8.333333333333332,Casper,0.75,Very High (<2mL/fish),1.3333333333333333
95,14783_7,14783,Casper_HHMI,20250121,20250218,60,20250204,2,7,53,88.33333333333333,14,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-02-04,2025-02-04,11.666666666666666,Casper,0.75,Very High (<2mL/fish),1.3333333333333333
96,14783_8,14783,Casper_HHMI,20250121,20250218,60,20250128,0,0,60,100.0,7,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-01-28,2025-02-04,0.0,Casper,0.75,Very High (<2mL/fish),1.3333333333333333
97,14783_8,14783,Casper_HHMI,20250121,20250218,60,20250129,0,0,60,100.0,8,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-01-29,2025-02-04,0.0,Casper,0.75,Very High (<2mL/fish),1.3333333333333333
98,14783_8,14783,Casper_HHMI,20250121,20250218,60,20250130,1,1,59,98.33333333333331,9,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-01-30,2025-02-04,1.6666666666666667,Casper,0.75,Very High (<2mL/fish),1.3333333333333333
99,14783_8,14783,Casper_HHMI,20250121,20250218,60,20250131,16,17,43,71.66666666666667,10,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-01-31,2025-02-04,28.333333333333332,Casper,0.75,Very High (<2mL/fish),1.3333333333333333
100,14783_8,14783,Casper_HHMI,20250121,20250218,60,20250201,0,17,43,71.66666666666667,11,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-02-01,2025-02-04,28.333333333333332,Casper,0.75,Very High (<2mL/fish),1.3333333333333333
101,14783_8,14783,Casper_HHMI,20250121,20250218,60,20250202,32,49,11,18.33333333333333,12,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-02-02,2025-02-04,81.66666666666667,Casper,0.75,Very High (<2mL/fish),1.3333333333333333
102,14783_8,14783,Casper_HHMI,20250121,20250218,60,20250203,4,53,7,11.666666666666666,13,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-02-03,2025-02-04,88.33333333333333,Casper,0.75,Very High (<2mL/fish),1.3333333333333333
103,14783_8,14783,Casper_HHMI,20250121,20250218,60,20250204,2,55,5,8.333333333333332,14,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-02-04,2025-02-04,91.66666666666666,Casper,0.75,Very High (<2mL/fish),1.3333333333333333
104,14783_9,14783,Casper_HHMI,20250121,20250218,20,20250128,0,0,20,100.0,7,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-01-28,2025-02-04,0.0,Casper,0.25,High (2-4mL/fish),4.0
105,14783_9,14783,Casper_HHMI,20250121,20250218,20,20250129,0,0,20,100.0,8,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-01-29,2025-02-04,0.0,Casper,0.25,High (2-4mL/fish),4.0
106,14783_9,14783,Casper_HHMI,20250121,20250218,20,20250130,0,0,20,100.0,9,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-01-30,2025-02-04,0.0,Casper,0.25,High (2-4mL/fish),4.0
107,14783_9,14783,Casper_HHMI,20250121,20250218,20,20250131,0,0,20,100.0,10,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-01-31,2025-02-04,0.0,Casper,0.25,High (2-4mL/fish),4.0
108,14783_9,14783,Casper_HHMI,20250121,20250218,20,20250201,0,0,20,100.0,11,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-02-01,2025-02-04,0.0,Casper,0.25,High (2-4mL/fish),4.0
109,14783_9,14783,Casper_HHMI,20250121,20250218,20,20250202,4,4,16,80.0,12,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-02-02,2025-02-04,20.0,Casper,0.25,High (2-4mL/fish),4.0
110,14783_9,14783,Casper_HHMI,20250121,20250218,20,20250203,0,4,16,80.0,13,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-02-03,2025-02-04,20.0,Casper,0.25,High (2-4mL/fish),4.0
111,14783_9,14783,Casper_HHMI,20250121,20250218,20,20250204,3,7,13,65.0,14,inactive,20250204.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-21,2025-02-18,2025-02-04,2025-02-04,35.0,Casper,0.25,High (2-4mL/fish),4.0
112,14841_10,14841,Casper_HHMI,20250129,20250224,20,20250204,0,0,20,100.0,6,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-04,2025-02-11,0.0,Casper,0.25,High (2-4mL/fish),4.0
113,14841_10,14841,Casper_HHMI,20250129,20250224,20,20250205,0,0,20,100.0,7,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-05,2025-02-11,0.0,Casper,0.25,High (2-4mL/fish),4.0
114,14841_10,14841,Casper_HHMI,20250129,20250224,20,20250206,0,0,20,100.0,8,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-06,2025-02-11,0.0,Casper,0.25,High (2-4mL/fish),4.0
115,14841_10,14841,Casper_HHMI,20250129,20250224,20,20250207,0,0,20,100.0,9,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-07,2025-02-11,0.0,Casper,0.25,High (2-4mL/fish),4.0
116,14841_10,14841,Casper_HHMI,20250129,20250224,20,20250208,1,1,19,95.0,10,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-08,2025-02-11,5.0,Casper,0.25,High (2-4mL/fish),4.0
117,14841_10,14841,Casper_HHMI,20250129,20250224,20,20250209,1,2,18,90.0,11,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-09,2025-02-11,10.0,Casper,0.25,High (2-4mL/fish),4.0
118,14841_10,14841,Casper_HHMI,20250129,20250224,20,20250210,1,3,17,85.0,12,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-10,2025-02-11,15.0,Casper,0.25,High (2-4mL/fish),4.0
119,14841_10,14841,Casper_HHMI,20250129,20250224,20,20250211,6,9,11,55.00000000000001,13,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-11,2025-02-11,45.0,Casper,0.25,High (2-4mL/fish),4.0
120,14841_11,14841,Casper_HHMI,20250129,20250224,21,20250204,0,0,21,100.0,6,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-04,2025-02-11,0.0,Casper,0.2625,High (2-4mL/fish),3.8095238095238093
121,14841_11,14841,Casper_HHMI,20250129,20250224,21,20250205,0,0,21,100.0,7,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-05,2025-02-11,0.0,Casper,0.2625,High (2-4mL/fish),3.8095238095238093
122,14841_11,14841,Casper_HHMI,20250129,20250224,21,20250206,0,0,21,100.0,8,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-06,2025-02-11,0.0,Casper,0.2625,High (2-4mL/fish),3.8095238095238093
123,14841_11,14841,Casper_HHMI,20250129,20250224,21,20250207,0,0,21,100.0,9,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-07,2025-02-11,0.0,Casper,0.2625,High (2-4mL/fish),3.8095238095238093
124,14841_11,14841,Casper_HHMI,20250129,20250224,21,20250208,1,1,20,95.23809523809524,10,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-08,2025-02-11,4.761904761904762,Casper,0.2625,High (2-4mL/fish),3.8095238095238093
125,14841_11,14841,Casper_HHMI,20250129,20250224,21,20250209,0,1,20,95.23809523809524,11,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-09,2025-02-11,4.761904761904762,Casper,0.2625,High (2-4mL/fish),3.8095238095238093
126,14841_11,14841,Casper_HHMI,20250129,20250224,21,20250210,5,6,15,71.42857142857143,12,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-10,2025-02-11,28.57142857142857,Casper,0.2625,High (2-4mL/fish),3.8095238095238093
127,14841_11,14841,Casper_HHMI,20250129,20250224,21,20250211,3,9,12,57.14285714285714,13,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-11,2025-02-11,42.857142857142854,Casper,0.2625,High (2-4mL/fish),3.8095238095238093
128,14841_12,14841,Casper_HHMI,20250129,20250224,141,20250204,0,0,141,100.0,6,inactive,20250211.0,euthanasia,Jeremy Delahanty,Yes,300,"('2E.282',)",Yes,150,2025-01-29,2025-02-24,2025-02-04,2025-02-11,0.0,Casper,0.47,High (2-4mL/fish),2.127659574468085
129,14841_12,14841,Casper_HHMI,20250129,20250224,141,20250205,0,0,141,100.0,7,inactive,20250211.0,euthanasia,Jeremy Delahanty,Yes,300,"('2E.282',)",Yes,150,2025-01-29,2025-02-24,2025-02-05,2025-02-11,0.0,Casper,0.47,High (2-4mL/fish),2.127659574468085
130,14841_12,14841,Casper_HHMI,20250129,20250224,141,20250206,0,0,141,100.0,8,inactive,20250211.0,euthanasia,Jeremy Delahanty,Yes,300,"('2E.282',)",Yes,150,2025-01-29,2025-02-24,2025-02-06,2025-02-11,0.0,Casper,0.47,High (2-4mL/fish),2.127659574468085
131,14841_12,14841,Casper_HHMI,20250129,20250224,141,20250207,0,0,141,100.0,9,inactive,20250211.0,euthanasia,Jeremy Delahanty,Yes,300,"('2E.282',)",Yes,150,2025-01-29,2025-02-24,2025-02-07,2025-02-11,0.0,Casper,0.47,High (2-4mL/fish),2.127659574468085
132,14841_12,14841,Casper_HHMI,20250129,20250224,141,20250208,37,37,104,73.75886524822694,10,inactive,20250211.0,euthanasia,Jeremy Delahanty,Yes,300,"('2E.282',)",Yes,150,2025-01-29,2025-02-24,2025-02-08,2025-02-11,26.24113475177305,Casper,0.47,High (2-4mL/fish),2.127659574468085
133,14841_12,14841,Casper_HHMI,20250129,20250224,141,20250209,26,63,78,55.319148936170215,11,inactive,20250211.0,euthanasia,Jeremy Delahanty,Yes,300,"('2E.282',)",Yes,150,2025-01-29,2025-02-24,2025-02-09,2025-02-11,44.680851063829785,Casper,0.47,High (2-4mL/fish),2.127659574468085
134,14841_12,14841,Casper_HHMI,20250129,20250224,141,20250210,57,120,21,14.893617021276595,12,inactive,20250211.0,euthanasia,Jeremy Delahanty,Yes,300,"('2E.282',)",Yes,150,2025-01-29,2025-02-24,2025-02-10,2025-02-11,85.1063829787234,Casper,0.47,High (2-4mL/fish),2.127659574468085
135,14841_12,14841,Casper_HHMI,20250129,20250224,141,20250211,21,141,0,0.0,13,inactive,20250211.0,euthanasia,Jeremy Delahanty,Yes,300,"('2E.282',)",Yes,150,2025-01-29,2025-02-24,2025-02-11,2025-02-11,100.0,Casper,0.47,High (2-4mL/fish),2.127659574468085
136,14841_13,14841,Casper_HHMI,20250129,20250224,89,20250204,0,0,89,100.0,6,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-04,2025-02-11,0.0,Casper,1.1125,Very High (<2mL/fish),0.898876404494382
137,14841_13,14841,Casper_HHMI,20250129,20250224,89,20250205,1,1,88,98.87640449438202,7,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-05,2025-02-11,1.1235955056179776,Casper,1.1125,Very High (<2mL/fish),0.898876404494382
138,14841_13,14841,Casper_HHMI,20250129,20250224,89,20250206,0,1,88,98.87640449438202,8,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-06,2025-02-11,1.1235955056179776,Casper,1.1125,Very High (<2mL/fish),0.898876404494382
139,14841_13,14841,Casper_HHMI,20250129,20250224,89,20250207,0,1,88,98.87640449438202,9,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-07,2025-02-11,1.1235955056179776,Casper,1.1125,Very High (<2mL/fish),0.898876404494382
140,14841_13,14841,Casper_HHMI,20250129,20250224,89,20250208,12,13,76,85.39325842696628,10,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-08,2025-02-11,14.606741573033707,Casper,1.1125,Very High (<2mL/fish),0.898876404494382
141,14841_13,14841,Casper_HHMI,20250129,20250224,89,20250209,7,20,69,77.52808988764045,11,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-09,2025-02-11,22.47191011235955,Casper,1.1125,Very High (<2mL/fish),0.898876404494382
142,14841_13,14841,Casper_HHMI,20250129,20250224,89,20250210,47,67,22,24.719101123595504,12,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-10,2025-02-11,75.28089887640449,Casper,1.1125,Very High (<2mL/fish),0.898876404494382
143,14841_13,14841,Casper_HHMI,20250129,20250224,89,20250211,11,78,11,12.359550561797752,13,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-11,2025-02-11,87.64044943820225,Casper,1.1125,Very High (<2mL/fish),0.898876404494382
144,14841_14,14841,Casper_HHMI,20250129,20250224,20,20250204,0,0,20,100.0,6,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-04,2025-02-11,0.0,Casper,0.25,High (2-4mL/fish),4.0
145,14841_14,14841,Casper_HHMI,20250129,20250224,20,20250205,1,1,19,95.0,7,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-05,2025-02-11,5.0,Casper,0.25,High (2-4mL/fish),4.0
146,14841_14,14841,Casper_HHMI,20250129,20250224,20,20250206,0,1,19,95.0,8,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-06,2025-02-11,5.0,Casper,0.25,High (2-4mL/fish),4.0
147,14841_14,14841,Casper_HHMI,20250129,20250224,20,20250207,0,1,19,95.0,9,inactive,20250211.0,euthanasia,Jeremy Delahanty,No,80,"('2E.282',)",Yes,60,2025-01-29,2025-02-24,2025-02-07,2025-02-11,5.0,Casper,0.25,High (2-4mL/fish),4.0
